u,v,key,osmid,highway,maxspeed,oneway,ref,reversed,length,lanes,name,width,junction,access,service,bridge,geometry
1998592909,2208488891,0,136667037,service,30,False,,False,5.968103925326661,,,,,private,,,"LINESTRING (2.0568575 41.2948104, 2.0569131 41.2948441)"
1998592909,1998592904,0,136667037,service,30,False,,True,8.371088494587761,,,,,private,,,"LINESTRING (2.0568575 41.2948104, 2.0567722 41.2947709)"
1998592912,2213034709,0,136667037,service,30,False,,False,4.000433090288649,,,,,private,,,"LINESTRING (2.0569434 41.2948687, 2.0569677 41.2948997)"
1998592912,2208488891,0,136667037,service,30,False,,True,3.7269594900780283,,,,,private,,,"LINESTRING (2.0569434 41.2948687, 2.0569131 41.2948441)"
2088165801,11383885239,0,34898121,residential,30,True,,False,9.047083111872837,,Avinguda del Segle XXI,,,,,,"LINESTRING (2.0252206 41.3128838, 2.025305 41.3129348)"
2142861448,9490955829,0,102841117,residential,30,False,,True,77.43843553287692,,Avinguda dels Jocs Olímpics,,,,,,"LINESTRING (2.0182201 41.3235865, 2.0174456 41.3232035)"
2143335918,2143335973,0,204331652,living_street,10,False,,False,64.32663188241823,,Passatge de Xaloc,,,,,,"LINESTRING (2.0247264 41.3198936, 2.0252914 41.3202868)"
2143335918,2143335951,0,204331652,living_street,10,False,,True,81.84373013771054,,Passatge de Xaloc,,,,,,"LINESTRING (2.0247264 41.3198936, 2.0240483 41.3193622)"
2143335923,2143335927,0,97733818,residential,30,True,,False,42.28156304488273,1,Carrer de Pompeu Fabra,,,,,,"LINESTRING (2.0224791 41.3199381, 2.0221341 41.3196598)"
2143335927,9490925636,0,97733818,residential,30,True,,False,33.93012277965209,1,Carrer de Pompeu Fabra,,,,,,"LINESTRING (2.0221341 41.3196598, 2.0218387 41.3194503)"
2143335934,245491895,0,154766498,living_street,10,True,,False,114.65292472771036,,Avinguda d'Olof Palme,5,,,,,"LINESTRING (2.0274995 41.3106107, 2.0266836 41.3114399)"
2143335938,11423339058,0,426722918,living_street,20,True,,False,17.34158871898985,1,Carrer del Pintor Fortuny,,,,,,"LINESTRING (2.0255427 41.3211563, 2.0256854 41.3212696)"
2143335951,2143335918,0,204331652,living_street,10,False,,False,81.84373013771054,,Passatge de Xaloc,,,,,,"LINESTRING (2.0240483 41.3193622, 2.0247264 41.3198936)"
2143335953,245491900,0,22818685,residential,30,False,,False,14.73836112227078,,Passeig de la Marina,,,,,,"LINESTRING (2.025514 41.3142754, 2.0253685 41.3143504)"
2143335953,9493831781,0,22818685,residential,30,False,,True,12.338726419477368,,Passeig de la Marina,,,,,,"LINESTRING (2.025514 41.3142754, 2.0256358 41.3142126)"
2143335971,9490925640,0,97733818,residential,30,True,,False,3.0095381728994988,1,Carrer de Pompeu Fabra,,,,,,"LINESTRING (2.0235537 41.3207506, 2.0235283 41.3207314)"
2143335973,2143335918,0,204331652,living_street,10,False,,True,64.32663188241823,,Passatge de Xaloc,,,,,,"LINESTRING (2.0252914 41.3202868, 2.0247264 41.3198936)"
2143335976,9490925650,0,95720648,residential,30,True,,False,42.96074566141286,,Carrer de Josep Vicenç Foix,,,,,,"LINESTRING (2.0253966 41.3203477, 2.0250619 41.3206411)"
2143335977,1130841557,0,97675055,tertiary,30,True,,False,15.425153707317932,,Carrer de Marià Sanjuan,,,,,,"LINESTRING (2.0203975 41.320297, 2.0203473 41.3204305)"
2144726434,10093096212,0,204331653,tertiary,30,False,BV-2003,False,15.379012142302585,2,Carretera de Sant Climent,,,,,,"LINESTRING (2.0154873 41.3226871, 2.0153736 41.3227959)"
2144726434,8044591420,0,204331653,tertiary,30,False,BV-2003,True,18.056064894925935,2,Carretera de Sant Climent,,,,,,"LINESTRING (2.0154873 41.3226871, 2.0156181 41.3225578)"
2187114386,1763262442,0,1244072110,tertiary,30,True,C-245,False,5.179046494728259,,,,roundabout,,,,"LINESTRING (2.0259602 41.3198467, 2.0259968 41.3198843)"
2187119246,9490925652,0,95720648,residential,30,True,,False,12.833976540609175,,Carrer de Josep Vicenç Foix,,,,,,"LINESTRING (2.0256594 41.3201415, 2.0255408 41.3202149)"
2187122053,9490925635,0,97733818,residential,30,True,,False,4.2173291811987275,1,Carrer de Pompeu Fabra,,,,,,"LINESTRING (2.0217626 41.3193963, 2.021727 41.3193694)"
2187127496,9493716912,0,208418465,tertiary,30,False,,True,2.707965825792847,,Avinguda dels Jocs Olímpics,,,,,yes,"LINESTRING (2.0159293 41.3224515, 2.0159562 41.3224651)"
2187127496,9493716916,0,208418469,tertiary,30,False,,False,1.6471080872406252,,Avinguda dels Jocs Olímpics,,,,,,"LINESTRING (2.0159293 41.3224515, 2.0159127 41.3224435)"
2187127502,8346947728,0,102841119,tertiary,30,False,,True,1.659220968309353,,Avinguda dels Jocs Olímpics,,,,,,"LINESTRING (2.0162892 41.3226352, 2.0163058 41.3226434)"
2187127502,9493716912,0,208418465,tertiary,30,False,,False,33.630995935174795,,Avinguda dels Jocs Olímpics,,,,,yes,"LINESTRING (2.0162892 41.3226352, 2.0159562 41.3224651)"
2187129515,9490976699,0,208418743,residential,30,True,,False,26.24335755942117,,Avinguda de la Fraternitat,,,,,,"LINESTRING (2.0134075 41.3253581, 2.013154 41.3252186)"
2187129516,2187129515,0,208418744,residential,30,True,,False,18.457806618064453,,Avinguda de la Fraternitat,,,,,yes,"LINESTRING (2.0135964 41.3254443, 2.0134075 41.3253581)"
2187129517,11394244985,0,97106116,residential,30,True,,False,32.9744500520927,,Avinguda de la Fraternitat,,,,,,"LINESTRING (2.0136521 41.3253798, 2.0139949 41.325527)"
2187129518,2187129517,0,208418745,residential,30,True,,False,18.72762301562238,,Avinguda de la Fraternitat,,,,,yes,"LINESTRING (2.0134617 41.3252908, 2.0136521 41.3253798)"
2187130350,1512110713,0,95265027,residential,30,True,,False,90.30865788089278,,Carrer Verge Montserrat,,,,,,"LINESTRING (2.0131894 41.3192896, 2.0123812 41.31875)"
2208488621,2208488623,0,554413673,primary,30,True,,False,19.977447885270273,5,T1 Sortida Aeroport,,,,parking_aisle,,"LINESTRING (2.0663858 41.2882558, 2.0661484 41.2882772)"
2208488623,473475905,0,554413673,primary,30,True,,False,19.6009596700445,5,T1 Sortida Aeroport,,,,parking_aisle,,"LINESTRING (2.0661484 41.2882772, 2.0659198 41.2883168)"
2208488628,2208488640,0,116025923,primary,30,True,,False,21.70046072369814,3,T1 Sortida Aeroport,,,,parking_aisle,,"LINESTRING (2.0657309 41.2883611, 2.0654878 41.2884298)"
2208488640,2208488646,0,116025923,primary,30,True,,False,20.841919169053128,3,T1 Sortida Aeroport,,,,parking_aisle,,"LINESTRING (2.0654878 41.2884298, 2.0652619 41.2885093)"
2208488646,2208488654,0,116025923,primary,30,True,,False,33.1953598169235,3,T1 Sortida Aeroport,,,,parking_aisle,,"LINESTRING (2.0652619 41.2885093, 2.0649187 41.2886597)"
2208488654,2208488659,0,116025923,primary,30,True,,False,26.021794969656238,3,T1 Sortida Aeroport,,,,parking_aisle,,"LINESTRING (2.0649187 41.2886597, 2.0646499 41.2887779)"
2208488659,3002640055,0,116025923,primary,30,True,,False,83.19452710720395,3,T1 Sortida Aeroport,,,,parking_aisle,,"LINESTRING (2.0646499 41.2887779, 2.0638264 41.2891985)"
2208488891,1998592912,0,136667037,service,30,False,,False,3.7269594900780283,,,,,private,,,"LINESTRING (2.0569131 41.2948441, 2.0569434 41.2948687)"
2208488891,1998592909,0,136667037,service,30,False,,True,5.968103925326661,,,,,private,,,"LINESTRING (2.0569131 41.2948441, 2.0568575 41.2948104)"
2208488895,2208488898,0,136667037,service,30,False,,False,5.465307116719854,,,,,private,,,"LINESTRING (2.0569854 41.2949263, 2.0569932 41.2949751)"
2208488895,2213034709,0,136667037,service,30,False,,True,3.306829938108753,,,,,private,,,"LINESTRING (2.0569854 41.2949263, 2.0569677 41.2948997)"
2208488895,2213034711,0,211284523,service,30,False,,False,9.777196026644873,,,,,no,,,"LINESTRING (2.0569854 41.2949263, 2.0570981 41.2949026)"
2208488898,2213034719,0,136667037,service,30,False,,False,4.4953355927655325,,,,,private,,,"LINESTRING (2.0569932 41.2949751, 2.0569875 41.2950153)"
2208488898,2208488895,0,136667037,service,30,False,,True,5.465307116719854,,,,,private,,,"LINESTRING (2.0569932 41.2949751, 2.0569854 41.2949263)"
2208488920,1998592897,0,136667037,service,30,False,,False,7.5336122526521585,,,,,private,,,"LINESTRING (2.056539 41.2958772, 2.0565666 41.2959417)"
2208488920,1998592902,0,136667037,service,30,False,,True,8.577308078206794,,,,,private,,,"LINESTRING (2.056539 41.2958772, 2.0565358 41.2958001)"
2208488927,2208488929,0,136667037,service,30,False,,False,7.643291828659115,,,,,private,,,"LINESTRING (2.0566037 41.2959957, 2.0566684 41.2960443)"
2208488927,1998592897,0,136667037,service,30,False,,True,6.757275751547513,,,,,private,,,"LINESTRING (2.0566037 41.2959957, 2.0565666 41.2959417)"
2208488929,1998592889,0,136667037,service,30,False,,False,9.409010997702898,,,,,private,,,"LINESTRING (2.0566684 41.2960443, 2.0567667 41.2960856)"
2208488929,2208488927,0,136667037,service,30,False,,True,7.643291828659115,,,,,private,,,"LINESTRING (2.0566684 41.2960443, 2.0566037 41.2959957)"
2213034708,2213034710,0,211284523,service,30,False,,False,8.619139990395336,,,,,no,,,"LINESTRING (2.0572383 41.2948947, 2.0573412 41.2949003)"
2213034708,2213034711,0,211284523,service,30,False,,True,11.745681060878384,,,,,no,,,"LINESTRING (2.0572383 41.2948947, 2.0570981 41.2949026)"
2213034709,2208488895,0,136667037,service,30,False,,False,3.306829938108753,,,,,private,,,"LINESTRING (2.0569677 41.2948997, 2.0569854 41.2949263)"
2213034709,1998592912,0,136667037,service,30,False,,True,4.000433090288649,,,,,private,,,"LINESTRING (2.0569677 41.2948997, 2.0569434 41.2948687)"
2213034710,2213034708,0,211284523,service,30,False,,True,8.619139990395336,,,,,no,,,"LINESTRING (2.0573412 41.2949003, 2.0572383 41.2948947)"
2213034711,2213034708,0,211284523,service,30,False,,False,11.745681060878384,,,,,no,,,"LINESTRING (2.0570981 41.2949026, 2.0572383 41.2948947)"
2213034711,2208488895,0,211284523,service,30,False,,True,9.777196026644873,,,,,no,,,"LINESTRING (2.0570981 41.2949026, 2.0569854 41.2949263)"
2213034719,1998592892,0,136667037,service,30,False,,False,6.6801826837383675,,,,,private,,,"LINESTRING (2.0569875 41.2950153, 2.0569639 41.2950727)"
2213034719,2208488898,0,136667037,service,30,False,,True,4.4953355927655325,,,,,private,,,"LINESTRING (2.0569875 41.2950153, 2.0569932 41.2949751)"
2218649879,8533063406,0,39522252,unclassified,30,False,,False,3.767428040477857,,Carretera de la Vidala,,,,,,"LINESTRING (2.0551773 41.2876189, 2.0552215 41.2876122)"
2218649879,4278331249,0,39522252,unclassified,30,False,,True,4.074546223011633,,Carretera de la Vidala,,,,,,"LINESTRING (2.0551773 41.2876189, 2.0551305 41.2876292)"
2281841754,9493831781,0,22818685,residential,30,False,,False,8.89004449249074,,Passeig de la Marina,,,,,,"LINESTRING (2.0257236 41.3141674, 2.0256358 41.3142126)"
2281841754,9493831778,0,22818685,residential,30,False,,True,52.470691916079105,,Passeig de la Marina,,,,,,"LINESTRING (2.0257236 41.3141674, 2.0262417 41.3139005)"
2281841757,245491902,0,22818685,residential,30,False,,False,14.899863996229314,,Passeig de la Marina,,,,,,"LINESTRING (2.0251859 41.314469, 2.0250509 41.3145566)"
2281841757,245491900,0,22818685,residential,30,False,,True,20.16167239412867,,Passeig de la Marina,,,,,,"LINESTRING (2.0251859 41.314469, 2.0253685 41.3143504)"
2338293587,2338293592,0,224998246,service,20,False,,False,9.966129265186801,,,,,,parking_aisle,,"LINESTRING (2.009804 41.310741, 2.0097136 41.3107995)"
2338293587,2338293599,0,224998246,service,20,False,,True,40.970181177513545,,,,,,parking_aisle,,"LINESTRING (2.009804 41.310741, 2.0102512 41.3105896)"
2338293588,2338293605,0,224998251,service,20,False,,True,38.56211054124901,,,,,,parking_aisle,,"LINESTRING (2.0113598 41.3105013, 2.010918 41.310602)"
2338293589,2338293602,0,224998242,service,20,False,,True,51.327484745573045,,,,,,parking_aisle,,"LINESTRING (2.0102498 41.3111366, 2.0107356 41.3108539)"
2338293590,2338293597,0,224998240,service,20,False,,True,37.48052773135552,,,,,,parking_aisle,,"LINESTRING (2.0113525 41.3101366, 2.010926 41.3102414)"
2338293591,2338293598,0,224998245,service,20,False,,False,43.040409133073425,,,,,,parking_aisle,,"LINESTRING (2.0118486 41.3099956, 2.0113518 41.3100984)"
2338293592,2338293587,0,224998246,service,20,False,,True,9.966129265186801,,,,,,parking_aisle,,"LINESTRING (2.0097136 41.3107995, 2.009804 41.310741)"
2338293593,2338293601,0,224998248,service,20,False,,True,56.22075001894925,,,,,,parking_aisle,,"LINESTRING (2.0100337 41.3110005, 2.0105796 41.3107047)"
2338293594,2338293600,0,224998243,service,20,False,,False,44.341031231593846,,,,,,parking_aisle,,"LINESTRING (2.0118675 41.3102434, 2.0113568 41.3103523)"
2338293595,2338293596,0,224998238,service,20,False,,True,38.58779571442307,,,,,,parking_aisle,,"LINESTRING (2.0113563 41.310326, 2.0109126 41.3104227)"
2338293596,2338293595,0,224998238,service,20,False,,False,38.58779571442307,,,,,,parking_aisle,,"LINESTRING (2.0109126 41.3104227, 2.0113563 41.310326)"
2338293597,2338293590,0,224998240,service,20,False,,False,37.48052773135552,,,,,,parking_aisle,,"LINESTRING (2.010926 41.3102414, 2.0113525 41.3101366)"
2338293598,2338293591,0,224998245,service,20,False,,True,43.040409133073425,,,,,,parking_aisle,,"LINESTRING (2.0113518 41.3100984, 2.0118486 41.3099956)"
2338293599,2338293587,0,224998246,service,20,False,,False,40.970181177513545,,,,,,parking_aisle,,"LINESTRING (2.0102512 41.3105896, 2.009804 41.310741)"
2338293600,2338293594,0,224998243,service,20,False,,True,44.341031231593846,,,,,,parking_aisle,,"LINESTRING (2.0113568 41.3103523, 2.0118675 41.3102434)"
2338293601,2338293593,0,224998248,service,20,False,,False,56.22075001894925,,,,,,parking_aisle,,"LINESTRING (2.0105796 41.3107047, 2.0100337 41.3110005)"
2338293602,2338293589,0,224998242,service,20,False,,False,51.327484745573045,,,,,,parking_aisle,,"LINESTRING (2.0107356 41.3108539, 2.0102498 41.3111366)"
2338293603,2338293604,0,224998250,service,20,False,,False,45.9361209571117,,,,,,parking_aisle,,"LINESTRING (2.0118884 41.3104428, 2.0113609 41.3105597)"
2338293604,2338293603,0,224998250,service,20,False,,True,45.9361209571117,,,,,,parking_aisle,,"LINESTRING (2.0113609 41.3105597, 2.0118884 41.3104428)"
2338293605,2338293588,0,224998251,service,20,False,,False,38.56211054124901,,,,,,parking_aisle,,"LINESTRING (2.010918 41.310602, 2.0113598 41.3105013)"
2908872132,11037629855,0,739521138,secondary,30,False,,False,4.868593039109049,,Camí del Mar,,,,,,"LINESTRING (2.0395385 41.295484, 2.0395148 41.295524)"
2987193078,2987196295,0,539861452,tertiary,30,True,C-245,False,7.388220693788069,2,,,circular,,,,"LINESTRING (2.029982 41.3229779, 2.02992 41.3230253)"
2987193079,9959380164,0,539667095,tertiary,30,True,C-245,False,8.865267467724797,2,,,circular,,,,"LINESTRING (2.0298298 41.3230709, 2.0297328 41.3231033)"
2987193080,2987193081,0,539667095,tertiary,30,True,C-245,False,14.40337735110882,2,,,circular,,,,"LINESTRING (2.0296372 41.323123, 2.0294651 41.3231316)"
2987193081,5916226429,0,539667095,tertiary,30,True,C-245,False,7.9600120350478525,2,,,circular,,,,"LINESTRING (2.0294651 41.3231316, 2.0293717 41.3231173)"
2987193082,2987196919,0,539667095,tertiary,30,True,C-245,False,6.398845058376538,2,,,circular,,,,"LINESTRING (2.0293133 41.3231048, 2.0292415 41.3230847)"
2987193083,2987193084,0,539667095,tertiary,30,True,C-245,False,11.749396302036962,2,,,circular,,,,"LINESTRING (2.0291247 41.3230331, 2.0290144 41.3229675)"
2987193084,10207374171,0,1298100506,tertiary,30,True,C-245,False,9.838819988925069,2,,,circular,,,,"LINESTRING (2.0290144 41.3229675, 2.0289616 41.3228884)"
2987193085,10840344511,0,1298100506,tertiary,30,True,C-245,False,3.5028357348685133,2,,,circular,,,,"LINESTRING (2.0289303 41.3228255, 2.0289167 41.3227957)"
2987193086,2987193096,0,1298100506,tertiary,30,True,C-245,False,10.393650728516864,2,,,circular,,,,"LINESTRING (2.0289095 41.3227001, 2.0289244 41.3226073)"
2987193087,2987198243,0,1298100506,tertiary,30,True,C-245,False,7.752211624972172,2,,,circular,,,,"LINESTRING (2.0289962 41.3224496, 2.0290485 41.322392)"
2987193088,2987193089,0,295047601,tertiary,30,True,C-245,False,15.861041130379824,2,,,circular,,,,"LINESTRING (2.0292405 41.322285, 2.029427 41.322258)"
2987193089,728705278,0,295047601,tertiary,30,True,C-245,False,19.88806899225133,2,,,circular,,,,"LINESTRING (2.029427 41.322258, 2.0296651 41.3222619)"
2987193091,2987193092,0,295047601,tertiary,30,True,C-245,False,16.21610748982181,2,,,circular,,,,"LINESTRING (2.0298384 41.3223275, 2.0299764 41.3224301)"
2987193092,728705271,0,295047601,tertiary,30,True,C-245,False,16.40115226535227,2,,,circular,,,,"LINESTRING (2.0299764 41.3224301, 2.0300579 41.3225643)"
2987193094,2987193095,0,1298100505,tertiary,30,True,C-245,False,15.656691420143588,2,,,circular,,,,"LINESTRING (2.030078 41.322713, 2.0300428 41.3228513)"
2987193095,12346156729,0,58801801,residential,30,True,,False,14.018875399301065,2,Carretera de Santa Creu de Calafell,,,,,,"LINESTRING (2.0300428 41.3228513, 2.030099 41.3229701)"
2987193095,10207683473,0,539861452,tertiary,30,True,C-245,False,11.01795083149793,2,,,circular,,,,"LINESTRING (2.0300428 41.3228513, 2.0300086 41.322947)"
2987193096,10185494293,0,1298100506,tertiary,30,True,C-245,False,11.134468657476909,2,,,circular,,,,"LINESTRING (2.0289244 41.3226073, 2.0289559 41.32251)"
2987196294,8044591413,0,295047602,tertiary,30,False,C-245,True,66.02706683708635,4,Carretera de Barcelona,12,,,,,"LINESTRING (2.0269933 41.3208469, 2.026441 41.320422)"
2987196294,9959453009,0,1086991032,tertiary,30,False,C-245,False,3.3950834361932833,4,Carretera de Barcelona,12,,,,,"LINESTRING (2.0269933 41.3208469, 2.0270186 41.3208708)"
2987196295,9959411368,0,295047829,tertiary,30,False,C-245,False,14.300290606523031,4,Carretera de Santa Creu de Calafell,12,,,,,"LINESTRING (2.02992 41.3230253, 2.030038 41.3231185)"
2987196295,2987193079,0,539667095,tertiary,30,True,C-245,False,9.080001061542374,2,,,circular,,,,"LINESTRING (2.02992 41.3230253, 2.0298298 41.3230709)"
2987196919,2987193083,0,539667095,tertiary,30,True,C-245,False,11.316122843291456,2,,,circular,,,,"LINESTRING (2.0292415 41.3230847, 2.0291247 41.3230331)"
2987198243,9959411363,0,295047828,service,30,False,C-245,True,15.14517880146575,2,Carretera de Barcelona,8,,no,,,"LINESTRING (2.0290485 41.322392, 2.0289258 41.3222917)"
2987198243,728705281,0,539861453,tertiary,30,True,C-245,False,7.223274910815981,2,,,circular,,,,"LINESTRING (2.0290485 41.322392, 2.0291089 41.3223455)"
3002640055,473475862,0,116025923,primary,30,True,,False,9.185220072156026,3,T1 Sortida Aeroport,,,,parking_aisle,,"LINESTRING (2.0638264 41.2891985, 2.0637476 41.2892561)"
3234203089,473481304,0,39522252,unclassified,30,False,,False,33.23507200286081,,Carretera de la Vidala,,,,,,"LINESTRING (2.0553636 41.2875908, 2.0557536 41.287532)"
3234203089,8533063406,0,39522252,unclassified,30,False,,True,12.10895814776529,,Carretera de la Vidala,,,,,,"LINESTRING (2.0553636 41.2875908, 2.0552215 41.2876122)"
4223738578,11382810677,0,422633438,residential,30,False,,False,11.961418462294711,,Carrer Migdia,,,,,,"LINESTRING (2.0206065 41.3151047, 2.0207018 41.315185)"
4223738578,1672512444,0,1227486574,residential,30,True,B-204,False,60.13846801884653,,Carretera de la Vila,,,,,,"LINESTRING (2.0206065 41.3151047, 2.020978 41.3146414)"
4223738581,11382810678,0,422633438,residential,30,False,,True,12.895582514335194,,Carrer Migdia,,,,,,"LINESTRING (2.0208317 41.3152946, 2.020729 41.315208)"
4278331249,2218649879,0,39522252,unclassified,30,False,,False,4.074546223011633,,Carretera de la Vidala,,,,,,"LINESTRING (2.0551305 41.2876292, 2.0551773 41.2876189)"
4278331249,10982830804,0,39522252,unclassified,30,False,,True,7.704675200462778,,Carretera de la Vidala,,,,,,"LINESTRING (2.0551305 41.2876292, 2.0550403 41.2876436)"
4379725859,1124981406,0,97106097,tertiary,30,True,,False,2.5160040577146434,,,,roundabout,,,,"LINESTRING (2.017189 41.323168, 2.0171595 41.3231634)"
4558538596,211321900,0,539667094,tertiary,30,True,C-245,False,2.6596276387742526,,,,roundabout,,,,"LINESTRING (2.0257602 41.3201012, 2.0257285 41.3200989)"
4558538598,211321256,0,539667094,tertiary,30,True,C-245,False,4.607141239936411,,,,roundabout,,,,"LINESTRING (2.0256199 41.3199812, 2.0256221 41.3199398)"
4558538598,4558538600,0,1222056731,residential,30,True,,False,7.719646131827694,,Carretera de Barcelona,,,,,,"LINESTRING (2.0256199 41.3199812, 2.0255275 41.3199832)"
4558538600,11333547171,0,1222056731,residential,30,True,,False,9.495095340726,,Carretera de Barcelona,,,,,,"LINESTRING (2.0255275 41.3199832, 2.0254448 41.3199246)"
4558541599,1109639608,0,539667094,tertiary,30,True,C-245,False,6.590421381795374,,,,roundabout,,,,"LINESTRING (2.0256681 41.3200675, 2.0256249 41.3200179)"
4569344748,4620449099,0,236387360,residential,30,True,,False,3.645459393466565,,Avinguda de Rosa Luxemburg,,,,,,"LINESTRING (2.0053412 41.3115412, 2.0053699 41.3115659)"
4584610470,246811674,0,236387360,residential,30,True,,False,3.253855900215612,,Avinguda de Rosa Luxemburg,,,,,,"LINESTRING (2.0038131 41.310467, 2.0038409 41.3104875)"
4584610474,4584610471,0,93919111,residential,30,True,,False,4.983605731726297,,Avinguda de Rosa Luxemburg,,,,,,"LINESTRING (2.0037756 41.3105584, 2.003738 41.3105236)"
5345098826,1134264332,0,95277286,residential,30,True,,False,46.42863963194085,,Carrer del Canonge Doctor Auguet,,,,,,"LINESTRING (2.0139168 41.3214777, 2.0134898 41.3212103)"
5345118961,1187672549,0,102848199,residential,30,False,,False,42.310098705789926,,Avinguda del Molí,,,,,,"LINESTRING (2.0153204 41.3221209, 2.0148485 41.3219824)"
5345118961,9493716914,0,102848199,residential,30,False,,True,38.426392499448134,,Avinguda del Molí,,,,,,"LINESTRING (2.0153204 41.3221209, 2.0156816 41.322335)"
5345154771,9490925638,0,97733818,residential,30,True,,False,6.97703807785624,1,Carrer de Pompeu Fabra,,,,,,"LINESTRING (2.0228718 41.320235, 2.0228129 41.3201905)"
5346948498,5401629305,0,95277283,residential,30,True,,False,61.09811538410774,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.0132721 41.3172336, 2.0138104 41.3176057)"
5346954184,9493716908,0,102848199,residential,30,False,,False,4.631234318060898,,Avinguda del Molí,,,,,,"LINESTRING (2.0157922 41.3223838, 2.015744 41.3223632)"
5346954184,9493716913,0,204331653,tertiary,30,False,BV-2003,False,11.729709266707394,2,Carretera de Sant Climent,,,,,,"LINESTRING (2.0157922 41.3223838, 2.0157103 41.3224695)"
5346954184,9493716909,0,204331656,tertiary,30,True,BV-2003,False,6.988889150305174,2,Carretera de Sant Climent,,,,,,"LINESTRING (2.0157922 41.3223838, 2.0158396 41.322332)"
5346954184,9493716916,0,208418469,tertiary,30,False,,True,12.05513383448352,,Avinguda dels Jocs Olímpics,,,,,,"LINESTRING (2.0157922 41.3223838, 2.0159127 41.3224435)"
5401629305,1134266084,0,95277283,residential,30,True,,False,85.7118507431321,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.0138104 41.3176057, 2.014556 41.3181354)"
5401629306,1130908720,0,95277283,residential,30,True,,False,53.06977623295067,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.015195 41.3185918, 2.0156575 41.3189191)"
5401631423,8665045221,0,95277283,residential,30,True,,False,77.9917311602525,,Carrer de la Mare de Déu de Sales,,,,,,"LINESTRING (2.0121349 41.3164014, 2.0128023 41.316892)"
5772379238,5772382670,0,739521138,secondary,30,False,,False,7.279311280970801,,Camí del Mar,,,,,,"LINESTRING (2.0391983 41.2962197, 2.0391367 41.296266)"
5772379238,5772382669,0,739521138,secondary,30,False,,True,4.121667631891835,,Camí del Mar,,,,,,"LINESTRING (2.0391983 41.2962197, 2.0392332 41.2961935)"
5772382665,5772382666,0,739521138,secondary,30,False,,False,12.49707641809417,,Camí del Mar,,,,,,"LINESTRING (2.0394907 41.2955647, 2.0394532 41.2956735)"
5772382665,11037629855,0,739521138,secondary,30,False,,True,4.953291906106532,,Camí del Mar,,,,,,"LINESTRING (2.0394907 41.2955647, 2.0395148 41.295524)"
5772382666,9550586934,0,739521138,secondary,30,False,,False,30.793739600841466,,Camí del Mar,,,,,,"LINESTRING (2.0394532 41.2956735, 2.0393979 41.2959473)"
5772382666,5772382665,0,739521138,secondary,30,False,,True,12.49707641809417,,Camí del Mar,,,,,,"LINESTRING (2.0394532 41.2956735, 2.0394907 41.2955647)"
5772382667,5772382668,0,739521138,secondary,30,False,,False,14.064920653987723,,Camí del Mar,,,,,,"LINESTRING (2.0393673 41.296, 2.039303 41.2961169)"
5772382667,9550586934,0,739521138,secondary,30,False,,True,6.393315813750293,,Camí del Mar,,,,,,"LINESTRING (2.0393673 41.296, 2.0393979 41.2959473)"
5772382668,5772382669,0,739521138,secondary,30,False,,False,10.322385732462843,,Camí del Mar,,,,,,"LINESTRING (2.039303 41.2961169, 2.0392332 41.2961935)"
5772382668,5772382667,0,739521138,secondary,30,False,,True,14.064920653987723,,Camí del Mar,,,,,,"LINESTRING (2.039303 41.2961169, 2.0393673 41.296)"
5772382669,5772379238,0,739521138,secondary,30,False,,False,4.121667631891835,,Camí del Mar,,,,,,"LINESTRING (2.0392332 41.2961935, 2.0391983 41.2962197)"
5772382669,5772382668,0,739521138,secondary,30,False,,True,10.322385732462843,,Camí del Mar,,,,,,"LINESTRING (2.0392332 41.2961935, 2.039303 41.2961169)"
5772382670,5772382671,0,739521138,secondary,30,False,,False,16.83345950966919,,Camí del Mar,,,,,,"LINESTRING (2.0391367 41.296266, 2.0389629 41.2963426)"
5772382670,5772379238,0,739521138,secondary,30,False,,True,7.279311280970801,,Camí del Mar,,,,,,"LINESTRING (2.0391367 41.296266, 2.0391983 41.2962197)"
5772382671,5772382672,0,739521138,secondary,30,False,,False,9.75728362768529,,Camí del Mar,,,,,,"LINESTRING (2.0389629 41.2963426, 2.0388523 41.2963708)"
5772382671,5772382670,0,739521138,secondary,30,False,,True,16.83345950966919,,Camí del Mar,,,,,,"LINESTRING (2.0389629 41.2963426, 2.0391367 41.296266)"
5772382672,5772382673,0,739521138,secondary,30,False,,False,17.682831638517293,,Camí del Mar,,,,,,"LINESTRING (2.0388523 41.2963708, 2.0386431 41.296395)"
5772382672,5772382671,0,739521138,secondary,30,False,,True,9.75728362768529,,Camí del Mar,,,,,,"LINESTRING (2.0388523 41.2963708, 2.0389629 41.2963426)"
5772382673,5772382674,0,739521138,secondary,30,False,,False,18.506230996101145,,Camí del Mar,,,,,,"LINESTRING (2.0386431 41.296395, 2.0384232 41.2964151)"
5772382673,5772382672,0,739521138,secondary,30,False,,True,17.682831638517293,,Camí del Mar,,,,,,"LINESTRING (2.0386431 41.296395, 2.0388523 41.2963708)"
5772382674,5772382675,0,739521138,secondary,30,False,,False,20.27113593340261,,Camí del Mar,,,,,,"LINESTRING (2.0384232 41.2964151, 2.0381925 41.2964716)"
